reviews.text,reviews.rating,sentiment,cleared_text
"If I could give these crescent rolls less that a full star rating, I would! I would even give it a negative star. Of course, whenever you buy any pre made dough in a pop can, you expect a POP! Well, nothing happenedat first. I had to bang it on the counter to open, and when it did, it was more of a BANG than a pop, and dough shot out all over the place. The dough that was salvageable, in no way resembled a crescent. I had to form it into triangles by myself, of course the dough was so sticky that it was nearly impossible. The taste of the finished rolls did however taste the same as name brand rolls, but the measly few cents saved to purchase the great value brand was not worth the extra work, and mess to purchase. From now on, I know to go with a more reputable brand.",1.0,negative,could give crescent roll le full star rating would would even give negative star course whenever buy pre made dough pop expect pop well nothing happenedat first bang counter open bang pop dough shot place dough salvageable way resembled crescent form triangle course dough sticky nearly impossible taste finished roll however taste name brand roll measly cent saved purchase great value brand worth extra work mess purchase know go reputable brand
"I bought three of these for the first time to make a new breakfast casserole. One package was opened right after taking them out of the fridge and was the bottom of the casserole. The second package was opened after everything was prepped and put into the casserole. It was useless and had to be thrown away. It was a ball of sticky, gooey, unshapable dough. Into the trash it went and my husband ran out to get another brand. We had one pack left that I just used this morning straight out of the fridge and the rolls were just as good as the name brand. My little ones even had seconds. I think that the fact that they were still really cold when I opened the package and put them on the cookie sheet really helped.",4.0,positive,bought three first time make new breakfast casserole one package opened right taking fridge bottom casserole second package opened everything prepped put casserole useless thrown away ball sticky gooey unshapable dough trash went husband ran get another brand one pack left used morning straight fridge roll good name brand little one even second think fact still really cold opened package put cookie sheet really helped
This is a good product and it works as expected. I am not sure why so many reviews are there criticizing it. You are buying a dough and you got to mold it as you need.. not sure being flaky and all is a valid critic for this product... it holds shape as it should and bakes nicely...It tastes good and nice... This worked just as planned and I was able to make rolls as planned..!!!! Will recommend !!! Thank you walmart !!!,5.0,positive,good product work expected sure many review criticizing buying dough got mold need sure flaky valid critic product hold shape bakes nicelyit taste good nice worked planned able make roll planned recommend thank walmart
"First off, I could not get the package open. Then, when I opened it, there was no way to roll out the crescent shapes to form actual crescents. I had to break off bits of dough, roll them in my hands, and make drop biscuits. Terrible!",2.0,negative,first could get package open opened way roll crescent shape form actual crescent break bit dough roll hand make drop biscuit terrible
"These were terrible!!! It seems like they are just crammed into the packaging. There is no way to roll them out into triangles. It just comes out all smashed together and impossible to actually make crescent rolls out of them. I ended up having to roll it all out and make my own! Too much work! Next time I will be spending the extra 0.30 or so and going with Pillsbury!! Heck, I'd even pay 5.00 more to not deal with this garbage!",1.0,negative,terrible seems like crammed packaging way roll triangle come smashed together impossible actually make crescent roll ended roll make much work next time spending extra going pillsbury heck id even pay deal garbage
"First, let's establish that the whole point of buying tube crescent rolls is that they come off in little triangles that can be rolled into crescents. Hence crescent rolls. These are no where in the vicinity of crescent rolls. The dough stuck together would not unroll. Where I needed triangles, I came out with sticky amorphous lumps of dough. It was 100 useless for the recipe I was making. I was severely disappointed and will never again purchase these.",1.0,negative,first let establish whole point buying tube crescent roll come little triangle rolled crescent hence crescent roll vicinity crescent roll dough stuck together would unroll needed triangle came sticky amorphous lump dough useless recipe making severely disappointed never purchase
"The dough looked like it was crammed into the packaging. I could not use it without combining the dough to roll out and cut wedges myself. Then they came out hard and very small. It must've been at the end of the line and what was left over. This has happened more than once, will not purchase again. The savings is not worth it.",1.0,negative,dough looked like crammed packaging could use without combining dough roll cut wedge came hard small mustve end line left happened purchase saving worth
"Crescent rolls are something of an extra for us. We don't buy them real often because of the price but, Great Value crescents are so good and the price is reasonable that we don't have of splurge. I make rolls, use them for crusts, roll apple slices in them and slice them in long strips and sugar and cinnamon them. Just twist them and you hace a great and fast snack. Good eating.",5.0,positive,crescent roll something extra u dont buy real often price great value crescent good price reasonable dont splurge make roll use crust roll apple slice slice long strip sugar cinnamon twist hace great fast snack good eating
These rolls were much smaller than Pillsbury's and much harder to get out of the can. They ripped and shredded making them just about worthless. I will not purchase again.,1.0,negative,roll much smaller pillsburys much harder get ripped shredded making worthless purchase
"The crescent rolls taste good , but the last couple of times i purchased them they were so smashed together i had to build crescent rolls out of the pieces that i could separate.",3.0,positive,crescent roll taste good last couple time purchased smashed together build crescent roll piece could separate
"Great item, just like the brand name stuff! Sad thing is sometimes, you can get the brand name even cheaper than the Wal-Mart brand.",4.0,positive,great item like brand name stuff sad thing sometimes get brand name even cheaper walmart brand
"I like them a little undercooked, so I pull them out a minute early. I like the taste much better than Pillsbury crecents. Easy and fast to make, they make a great snack or roll for dinner.",5.0,positive,like little undercooked pull minute early like taste much better pillsbury crecents easy fast make make great snack roll dinner
"Purchased these with a sell by date of January 2016. Opened them November 28, 2015 and they were shrunk to 1/2 can capacity and smelled bad. The container was undamaged prior to opening,",1.0,negative,purchased sell date january opened november shrunk capacity smelled bad container undamaged prior opening
They were just as good as Pillsbury and I saved money,4.0,positive,good pillsbury saved money
They fall apart when you get them out of package. They are different sizes too. They look like someone just threw them in the package when you open it unlike Pillsbury crescent rolls.,1.0,negative,fall apart get package different size look like someone threw package open unlike pillsbury crescent roll
I tried making a breakfast star with the perforated rolls and even though it was good it was a little more difficult. This time I bought the seamless roll and they are as delicious and easier.,5.0,positive,tried making breakfast star perforated roll even though good little difficult time bought seamless roll delicious easier
It was cheap and tasted good.,4.0,positive,cheap tasted good
It was impossible to unroll this tube of rolls---they would not separate and I took them straight out of the fridge. I wound up rolling out the dough and slapping together my rolls very unhappy,1.0,negative,impossible unroll tube rollsthey would separate took straight fridge wound rolling dough slapping together roll unhappy
"This is a terrific product. Just a few drops in bourbon, straight up or mixed with agave nectar and lime make all the difference. Would order again!",5.0,positive,terrific product drop bourbon straight mixed agave nectar lime make difference would order
"This is an amazing mix...just add Rum, I usually add a little pineapple juice and a cherry... Mix it with crushed ice... Enjoy!!!",5.0,positive,amazing mixjust add rum usually add little pineapple juice cherry mix crushed ice enjoy
"I was so happy to have located Mr Mrs T Mai Tai Mix at Wallmart on-line. It is nearly impossible to find it in NJ (grocery or liquor stores). Usually, I am not a fan of any bar drink mixes, particularly now sugary ones, but this one is a fabulous concoction! Not too sweet, the flavors are well balanced between sweet sour, with a touch of bitter almonds. Just excellent to drink as is or it is very simple to prepare an exotic cocktail by addiing Baccardi Rum garnish with Maraschino cherry and a sliver of pineapple (on a skewer). I have been impressing our guests with it the entire summer :) Had to even give up one bottle to my neigbors. We are hooked! Wallmart send the product promptly for a very reasonable SH charge. It arrived in good condition (product is shelf stable). I'll be ordering it again next season, or maybe earlier if we want to have a nice summer cocktail in the winter months!",5.0,positive,happy located mr mr mai tai mix wallmart online nearly impossible find nj grocery liquor store usually fan bar drink mix particularly sugary one one fabulous concoction sweet flavor well balanced sweet sour touch bitter almond excellent drink simple prepare exotic cocktail addiing baccardi rum garnish maraschino cherry sliver pineapple skewer impressing guest entire summer even give one bottle neigbors hooked wallmart send product promptly reasonable sh charge arrived good condition product shelf stable ill ordering next season maybe earlier want nice summer cocktail winter month
I like to add a shot of light rum and a shot of spiced rum. It's a little sweeter than I would prefer but not bad at all for a premixed drink. It has been a hit at our pool parties.,4.0,positive,like add shot light rum shot spiced rum little sweeter would prefer bad premixed drink hit pool party
"I've tried a number of different Mai Tai mixes and this is the best one by far. But it can be hard to find in stores. I'm glad I found it online so that I no longer have to worry about finding someplace that carries it. For my perfect Mai Tai, I use a combination of Trader Vic's dark and spiced rums, this mai tai mix, and a splash of orange juice.",5.0,positive,ive tried number different mai tai mix best one far hard find store im glad found online longer worry finding someplace carry perfect mai tai use combination trader vics dark spiced rum mai tai mix splash orange juice
"I could no longer fine my usual brand, even on the company website so I started looking for a new Mai Tai mixer. Look it up, these are complicated to make from scratch. I kept seeing this brand so I decided to order it and was very pleasantly surprized. This mix is a little more pineapple than the last, but I like that.",5.0,positive,could longer fine usual brand even company website started looking new mai tai mixer look complicated make scratch kept seeing brand decided order pleasantly surprized mix little pineapple last like
Great valve and product excellent for those who enjoy 'experimenting with bacics and coming up with one to call your own.,5.0,positive,great valve product excellent enjoy experimenting bacics coming one call
"Great taste, easy to use and has NO HIGH FRUCTOSE CORN SYRUP!!!",5.0,positive,great taste easy use high fructose corn syrup
Apparently our area distributor stopped carrying this. We have tried other mixes but no other tastes this good. Thank you Walmart!!! Our summer porch-sitting is now complete.,5.0,positive,apparently area distributor stopped carrying tried mix taste good thank walmart summer porchsitting complete
These were delicious! I wish they came in a 10-count tube. They are becoming my first-choice refrigerated biscuits.,5.0,positive,delicious wish came count tube becoming firstchoice refrigerated biscuit
"I grew up loving Shasta, but I can never find their best flavors. It comes with lemon-lime, orange, grape, and fruit punch. My favorite is the punch and, in my opinion, the lemon-lime is better than most lemon-lime sodas. The grape and orange are just okay. It is nothing special, but it is a pretty good value. Also nice to have a variety of sodas handy on hot summer days, especially when having guests over.",4.0,positive,grew loving shasta never find best flavor come lemonlime orange grape fruit punch favorite punch opinion lemonlime better lemonlime soda grape orange okay nothing special pretty good value also nice variety soda handy hot summer day especially guest
"We purchased these for an event at school and they were a big hit. Everyone loved the variety! It is nice to have something other than the big name, brown sodas. I remember Shasta from when I was a kid and it is still good. Great value for the money!",5.0,positive,purchased event school big hit everyone loved variety nice something big name brown soda remember shasta kid still good great value money
It's really good for kids and they will love. It has a variety which is great.,5.0,positive,really good kid love variety great
This is great for the kids variety and the price is right!,5.0,positive,great kid variety price right
Easy and fast tasty.,5.0,positive,easy fast tasty
My kids love these. Quick on the go breakfast for busy moms. No syrup required,5.0,positive,kid love quick go breakfast busy mom syrup required
really nice,5.0,positive,really nice
My child could eat one every day,5.0,positive,child could eat one every day
"Taste great, quick to fix.",5.0,positive,taste great quick fix
Kids love them.,5.0,positive,kid love
The pancakes are a quick fix and my boys and Hubby love the taste!,5.0,positive,pancake quick fix boy hubby love taste
These are great for an afternoon pick me up or a sweet treat after dinner that I don't have to feel back about!,5.0,positive,great afternoon pick sweet treat dinner dont feel back
They have a good chocolate taste.,5.0,positive,good chocolate taste
Good value for the item. My son loves it as a afternoon/evening small meal,5.0,positive,good value item son love afternoonevening small meal
Quick and easy before school breakfast.,5.0,positive,quick easy school breakfast
Taste Great portion,5.0,positive,taste great portion
My Kids loved these,5.0,positive,kid loved
kids love putting this in blender with fresh or frozen berries little sprite got a good slush or smoothy,5.0,positive,kid love putting blender fresh frozen berry little sprite got good slush smoothy
"We don't like this brand as good as the Dailey's Brand, but it will do. We can't find the Dailey's anywhere, so we settled for this. We don't use it for alcohol, we use it to make smoothies with.",3.0,positive,dont like brand good daileys brand cant find daileys anywhere settled dont use alcohol use make smoothy
Great smooth product,5.0,positive,great smooth product
Great taste and great price!,5.0,positive,great taste great price
"I use this item in my smoothies, I like it better than having to use juice, this with some yogurt and ice...very good",5.0,positive,use item smoothy like better use juice yogurt icevery good
Favorite Mix if you enjoy making frozen drinks at home. Great flavor,5.0,positive,favorite mix enjoy making frozen drink home great flavor
"I purchased for an Island Oasis machine, these work perfectly and taste great.",5.0,positive,purchased island oasis machine work perfectly taste great
I love the taste,5.0,positive,love taste
"Bloodmary Mix, The BEST product in the market! This review was collected as part of a promotion.",5.0,positive,bloodmary mix best product market review collected part promotion
"Best Bloody Mary Mix to use in making Red Eye's. Product is great, but was not received in the best condition. Packing was terrible - every bottle has several dents and even bends in the neck of the bottle. This review was collected as part of a promotion.",5.0,positive,best bloody mary mix use making red eye product great received best condition packing terrible every bottle several dent even bend neck bottle review collected part promotion
"Mr. Mrs. at its best! If you haven't tried it, you haven't lived. Walmart is the place to buy no matter what size your bank account is.",5.0,positive,mr mr best havent tried havent lived walmart place buy matter size bank account
It's better than making a Bloody Mary from scratch - perfect every time!,5.0,positive,better making bloody mary scratch perfect every time
excellent!,5.0,positive,excellent
"I recently have begun enjoying margaritas. I havent done a lot of searching for different mix and am pretty sure that this one is a good bet. I like my margaritas on the rocks and this mix seems to really do the trick as far as flavor. The reason I had even picked up a bottle to try is because the local golf course uses this to mix their margaritas and so I thought it would be a good start for me. I didnt have to search long to find it and I actually paid a decent price for it. The container is easy to pour out of and is sturdy. I use Jose Cuervo to mix my margaritas, although I think any tequila would work. I dont shake mine yet because I still need to buy a shaker but I do give them a good mix. The overall taste of the mix is sweet and tart, but not overly powerful on those to senses. I recently mowed my lawn and had a cocktail as I did so, and the mix was just the right flavor to enjoy a nice summer day. I will definitely be purchasing more of this mix in the near future and maybe adding different fruit flavors to it to punch it up a notch, but dont get me wrong the flavor out of the bottle is very good.",5.0,positive,recently begun enjoying margarita havent done lot searching different mix pretty sure one good bet like margarita rock mix seems really trick far flavor reason even picked bottle try local golf course us mix margarita thought would good start didnt search long find actually paid decent price container easy pour sturdy use jose cuervo mix margarita although think tequila would work dont shake mine yet still need buy shaker give good mix overall taste mix sweet tart overly powerful sens recently mowed lawn cocktail mix right flavor enjoy nice summer day definitely purchasing mix near future maybe adding different fruit flavor punch notch dont get wrong flavor bottle good
"a little to sweet, does not taste like a margarita should",2.0,negative,little sweet taste like margarita
This order arrived with three broken bottles and the bottles were 8 ounces rather than 12 ounces like shown in the website.,2.0,negative,order arrived three broken bottle bottle ounce rather ounce like shown website
Very good in whiskey sours and long island ice tea. Cannot find in stores. This a great deal especially if get free shipping.,5.0,positive,good whiskey sour long island ice tea find store great deal especially get free shipping
"CHEAPER TO BUY ON AMAZON.COM, I BELIEVE, AND I TRIED TO CANCEL THIS ORDER. BUT IT GOT HERE SO FAST MY HEAD WAS SPINNING.",5.0,positive,cheaper buy amazoncom believe tried cancel order got fast head spinning
The product is hard to find in my area. Therefore it's great to get it online and shipped to me in two days with Shopping Pass membership.,5.0,positive,product hard find area therefore great get online shipped two day shopping pas membership
Helps internal operations.,5.0,positive,help internal operation
Great way to get extra fiber!,5.0,positive,great way get extra fiber
For us this is a good product at a reasonable price. we have used it for many years. Ordering online was fast and easy and having it shipped right to our doorstep was great. It was on time and we experienced no problems.. Just the way we like it.,5.0,positive,u good product reasonable price used many year ordering online fast easy shipped right doorstep great time experienced problem way like
Chewing a tablet daily is a very easy way to get fiber in your diet and control the amount of water that you are drinking and when you drink it.,5.0,positive,chewing tablet daily easy way get fiber diet control amount water drinking drink
easy to chew the taste is pretty good too,5.0,positive,easy chew taste pretty good
"I have been using Fiber Choice tabs for several years and feel they help keep bowel movements normal. They are a little pricey at 11cents per tablet, but are much easier to take than mixing powders with water - so convenience is worth something.",4.0,positive,using fiber choice tab several year feel help keep bowel movement normal little pricey cent per tablet much easier take mixing powder water convenience worth something
"I'm the computer person, but the good wife says that these cured her constipation 10 years ago and won't be without them",5.0,positive,im computer person good wife say cured constipation year ago wont without
Works pretty well the only downside to it is it makes you extremely gassy which can be embarrassing at times.,4.0,positive,work pretty well downside make extremely gassy embarrassing time
Have used this for a few years. So happy I can get them delivered to my home now. I feel these tablets help keep me regular each day.,5.0,positive,used year happy get delivered home feel tablet help keep regular day
These are great I started taking for fiber/digestion but noticed they where clearing up congestion in my chest caused by allergies and the immune system building part of these vitamins where clearing up my allergies.love these vitamins for many reasons,5.0,positive,great started taking fiberdigestion noticed clearing congestion chest caused allergy immune system building part vitamin clearing allergieslove vitamin many reason
"This source of chewable fiber is my favorite. It tastes fruity and it is convenient - those two reasons alone keep me from NOT making the effort. I simply can't stand the orange drink fiber option - it has a gross texture and makes me feel bloated after drinking it. These are kind of a treat. Some reviewers don't care for these but dont strike me as chalky, or stick-to-teeth, or anything. This review was collected as part of a promotion.",5.0,positive,source chewable fiber favorite taste fruity convenient two reason alone keep making effort simply cant stand orange drink fiber option gross texture make feel bloated drinking kind treat reviewer dont care dont strike chalky sticktoteeth anything review collected part promotion
this do a great job but I like the orange fiber Choice you no longer carry better,4.0,positive,great job like orange fiber choice longer carry better
"It is fine, but it lacked the weight control feature that I was hoping for. My fault, I guess, but it's fine otherwise.",4.0,positive,fine lacked weight control feature hoping fault guess fine otherwise
This Product works great. I have been taking it for years. Wish it would come without any food colors.,4.0,positive,product work great taking year wish would come without food color
"Tasty little treats, gives fiber and fills the sweet tooth. No gassy side effects.",5.0,positive,tasty little treat give fiber fill sweet tooth gassy side effect
Great product,5.0,positive,great product
"These are good tasting, easy to chew and swallow, just take one and I am on my way, no mixing of powder or measuring. I like them a lot and they seem to help with me being regular.",5.0,positive,good tasting easy chew swallow take one way mixing powder measuring like lot seem help regular
If you need some fiber to help you these are the ones to definitely get.,5.0,positive,need fiber help one definitely get
It helps digestion.,5.0,positive,help digestion
Took forever for Walmart to ship this item....,5.0,positive,took forever walmart ship item
Love getting a great source of fiber in a delicious tablet!,5.0,positive,love getting great source fiber delicious tablet
Great,5.0,positive,great
"It was a good choice for me. It was delivered on time. I order AZO I ordered two, but only got one because the person who delivered it dropped it over the gate and my dogs got a hold of it. There is a note on the outside of gate asking the person who delivers packages to put it on the ledge. And for some reason the person didn't read the note.",5.0,positive,good choice delivered time order azo ordered two got one person delivered dropped gate dog got hold note outside gate asking person delivers package put ledge reason person didnt read note
great way to increase fiber intake,5.0,positive,great way increase fiber intake
"Best price around, quality product. Works as well as other brands- like the chewies... Got one of these for a friend as well as two for myself",5.0,positive,best price around quality product work well brand like chewies got one friend well two
Excellent Choice. Have never seen Locally,5.0,positive,excellent choice never seen locally
"This ginger cocktail is great for tea, a mixed beverage or straight over ice. It is very soothing for a sort throat.",5.0,positive,ginger cocktail great tea mixed beverage straight ice soothing sort throat
i bough my first few bottles in Vermont where this is made. Onlne purchasing makes it easy to acquire instead of driving 2 hours,5.0,positive,bough first bottle vermont made onlne purchasing make easy acquire instead driving hour
Great to use as a substitute for ginger in your cocktail mixes. You don't get the same freshness you get from grated ginger but it does the job in a pinch.,5.0,positive,great use substitute ginger cocktail mix dont get freshness get grated ginger job pinch
"and don't let the price sway your selection! We have served these wines from Super Bowl gatherings to most recently our Thanksgiving celebration. Everyone enjoyed the wines and when we asked what they thought they cost, they couldn't believe the value! Love the Belle Made For You wines!!",5.0,positive,dont let price sway selection served wine super bowl gathering recently thanksgiving celebration everyone enjoyed wine asked thought cost couldnt believe value love belle made wine
Delio only problem they cooked unevenly,4.0,positive,delio problem cooked unevenly
This is my favorite quickie,5.0,positive,favorite quickie
great afternoon snack,5.0,positive,great afternoon snack
"I love this stuff. I like Coco LoPez but it is in a can which makes it difficult to use just a couple of tablespoons. I add it to my fruit smoothies and gives them just that touch of sweetness and coconut flavoring to make them pop. Right now I am using it with an orange chicken stir fry. My problem is that I have been looking for it for about a month and cannot find it at the Walmart stores where I bought it originally. While this is a great product I really don't want to buy a case of it. However, if that is the only way I can get it I may have no other choice. Please start stocking this in the stores.",5.0,positive,love stuff like coco lopez make difficult use couple tablespoon add fruit smoothy give touch sweetness coconut flavoring make pop right using orange chicken stir fry problem looking month find walmart store bought originally great product really dont want buy case however way get may choice please start stocking store
"I was searching for coconut syrup at my Walmart one day, and I found this Coco Real in the mixed drinks section. While I don't drink alcoholic drinks, I do enjoy mocktails occasionally, so I figured if it wouldn't work for pancakes, then I could make Pina/Colada Mocktails out of it and some pineapple juice. I shook the bottle good to make sure everything was mixed well, then used it on my hot pancakes at home. It was sooooo good. I usually only use pure maple syrup on them, but wanted some coconut syrup. This really filled that need so well. It was so delicious that I do believe I wouldn't even need to use butter on my pancakes when I use Coco Real as my syrup. It's not been easy to find locally for some reason, not even at the Walmart where I found it once. I bought the last two bottles Walmart had that day. It would be very nice if Walmart.com would make it available by the bottle without having to purchase an entire case at one time. I used one of those two bottles up pretty fast, but since I can't find it anymore, I am saving my remaining bottle for when I will get a real bad craving for coconut syrup. Torani also makes a good sugar-free coconut syrup that I would like for Walmart.com to keep in stock regularly, as well as their sugar-free Watermelon syrup. In the hot summertime, Torani sugar-free Watermelon syrup makes such refreshing drinks, and it goes well with Mexican food, which I really enjoy. It's the next best thing to liquefying cubes of real watermelon in my blender and chilled.",5.0,positive,searching coconut syrup walmart one day found coco real mixed drink section dont drink alcoholic drink enjoy mocktails occasionally figured wouldnt work pancake could make pinacolada mocktails pineapple juice shook bottle good make sure everything mixed well used hot pancake home sooooo good usually use pure maple syrup wanted coconut syrup really filled need well delicious believe wouldnt even need use butter pancake use coco real syrup easy find locally reason even walmart found bought last two bottle walmart day would nice walmartcom would make available bottle without purchase entire case one time used one two bottle pretty fast since cant find anymore saving remaining bottle get real bad craving coconut syrup torani also make good sugarfree coconut syrup would like walmartcom keep stock regularly well sugarfree watermelon syrup hot summertime torani sugarfree watermelon syrup make refreshing drink go well mexican food really enjoy next best thing liquefying cube real watermelon blender chilled
It was a great buy,5.0,positive,great buy
Great product. I wish Walmart could keep these in stock. They have been out of stock for weeks. Great value... each popsicle is huge. Come on Walmart... stock these already!!!!,5.0,positive,great product wish walmart could keep stock stock week great value popsicle huge come walmart stock already
"I'm a very picky about buying prepackaged anything, but these are SOOOO good!!!",5.0,positive,im picky buying prepackaged anything soooo good
I drink this all day but it would be nice if a sugar free version was available,5.0,positive,drink day would nice sugar free version available
"Can't find it anywhere in stores and the price is unbelievable check some of the prices people are asking. just move to Maryland from Virginia all VA stores always had it on their shelves, I think it's as close to hand made as you can find. I will always have some on hand as long as I can find it.",5.0,positive,cant find anywhere store price unbelievable check price people asking move maryland virginia va store always shelf think close hand made find always hand long find
It took me 3 orders to get the right product. The Collins mix was to sweet for my taste. I tried diluting the mix to cut down on the sweetness but to no avail. I found a product called Polar Tom Collins mix which was almost perfect and can be purchased on-line for a much lower price.,2.0,negative,took order get right product collins mix sweet taste tried diluting mix cut sweetness avail found product called polar tom collins mix almost perfect purchased online much lower price
"very good product,hard to find locally!",5.0,positive,good producthard find locally
I prefer to purchase this in the store individually but will do whatever's necessary to get it! Absolutely a MAGNIFICENT mixer!,5.0,positive,prefer purchase store individually whatevers necessary get absolutely magnificent mixer
Took 2 tries to get the right order. The product itself is very good.,5.0,positive,took try get right order product good
The best Collins mix you will ever find.,5.0,positive,best collins mix ever find
"This is the best Bloody Mary mix I've ever tried! The balance of spice is excellent and when I add the amount of Vodka called for in the recipe it makes a very tasty ( and not too strong ) drink. My order arrived on the day I was told it would, was well packaged and in perfect condition. Very good value for the price! I will order again!",5.0,positive,best bloody mary mix ive ever tried balance spice excellent add amount vodka called recipe make tasty strong drink order arrived day told would well packaged perfect condition good value price order
good for pina coladas. no complains.,4.0,positive,good pina coladas complains
This mix is overly sweet and probably could lose the high fructose corn syrup. It also has a soapy taste often associated with coconut oil. I will be dumping it out!,1.0,negative,mix overly sweet probably could lose high fructose corn syrup also soapy taste often associated coconut oil dumping
I use carmex all the time. love it! keeps my lips moist.,4.0,positive,use carmex time love keep lip moist
I bought this for chapped lips and i got instant relief,5.0,positive,bought chapped lip got instant relief
This is my favorite I love the jar lip therapy the best,5.0,positive,favorite love jar lip therapy best
I use it not just in winter months but under my lipstick,5.0,positive,use winter month lipstick
"carmex makes my chapped lips so soft, that is all i buy.",5.0,positive,carmex make chapped lip soft buy
"Love this product, only one that really works for me",5.0,positive,love product one really work
I buy this all the time when i am I need of it its great,5.0,positive,buy time need great
"Buy two, keep one at home and another in your purse!",5.0,positive,buy two keep one home another purse
The best product on the market for intended usage.,5.0,positive,best product market intended usage
I so love the feeling of using this product. So smooth,5.0,positive,love feeling using product smooth
Carmen is my basic secret necessity for beautiful lips.,5.0,positive,carmen basic secret necessity beautiful lip
"I have used Carmex for years, love using it daily!",5.0,positive,used carmex year love using daily
"Ever since I bought this, It goes everywhere with me.",5.0,positive,ever since bought go everywhere
the original is still good its all i use. great quality,4.0,positive,original still good use great quality
My lips were chapped this soothed and help heal them,5.0,positive,lip chapped soothed help heal
It's worked for me for 25 years so will continue using,5.0,positive,worked year continue using
"This lip balm actually HEALS cracked lips, I love it!!!",5.0,positive,lip balm actually heals cracked lip love
Love this stuff! Makes my chapped lips sooooo soft!,5.0,positive,love stuff make chapped lip sooooo soft
"I used this product since I was young, great stuff.",5.0,positive,used product since young great stuff
This Carmex Lip Balm Jar is amazing! It's very useful!,5.0,positive,carmex lip balm jar amazing useful
I buy this every time and it does wonders for my lips.,5.0,positive,buy every time wonder lip
Personal favorite lip balm for over 30 years now!!,5.0,positive,personal favorite lip balm year
I love this one the best but it's not as convenient,4.0,positive,love one best convenient
Love this product. Immediate relief from chapped lips.,5.0,positive,love product immediate relief chapped lip
I never live home without it. Always have one close by.,5.0,positive,never live home without always one close
Works very well. Love how my lips feel . Great product.,5.0,positive,work well love lip feel great product
I always have a jar or tube on me! I need it daily!,5.0,positive,always jar tube need daily
Love the fresh feeling and smell of it on my lips!!,5.0,positive,love fresh feeling smell lip
Just wish you would have spf in the original jar style.,4.0,positive,wish would spf original jar style
the most fabulous balm for chapped lips and cold sores,5.0,positive,fabulous balm chapped lip cold sore
This stuff keeps my lips nice ands soft and protected,4.0,positive,stuff keep lip nice ands soft protected
Immediately repairs chapped lips! Use it all the time!,5.0,positive,immediately repair chapped lip use time
"I use the carmex Jar daily at home and work, LOVE IT.",5.0,positive,use carmex jar daily home work love
"This is the the lip balm I buy, it gives me soft lips!",5.0,positive,lip balm buy give soft lip
"Been using since HS, 30 yrs ago. Never lets me dry up!",5.0,positive,using since h yr ago never let dry
This is a great product. Carmex original lip balm jar.,5.0,positive,great product carmex original lip balm jar
Have tried others....keep coming back to the best!,5.0,positive,tried otherskeep coming back best
Would buy this again and recommend this to friends.,4.0,positive,would buy recommend friend
Grew up using this product. Always works great!!!!,5.0,positive,grew using product always work great
I bought this and it makes my chapped lips feel good.,5.0,positive,bought make chapped lip feel good
"I always use this it makes my lips soooooo soft,and kissable!",5.0,positive,always use make lip soooooo softand kissable
I make sure I Always have have two jars on hand at all times.,5.0,positive,make sure always two jar hand time
"I use when my lip start to get dry, helps to keep them moist",4.0,positive,use lip start get dry help keep moist
Heavy glass easy to find and feels great on the lips.,5.0,positive,heavy glass easy find feel great lip
Use it on occasion works fine. Keeps lips from getting too dry.,3.0,positive,use occasion work fine keep lip getting dry
I'm always putting lip balm on. This is great for the purse.,5.0,positive,im always putting lip balm great purse
I bought this a while ago. I love it. Its very moisturizing.,5.0,positive,bought ago love moisturizing
Use this while skiing and it protects from chapping and cracking,3.0,positive,use skiing protects chapping cracking
I always have it on hand to keep my lips healthy and smooth.,5.0,positive,always hand keep lip healthy smooth
I have used this product for years and am not happy if I am out.,5.0,positive,used product year happy
"This stuff is a life saver, I stock up on this during the winter",5.0,positive,stuff life saver stock winter
I have one in every bag because I can't live without this stuff!,5.0,positive,one every bag cant live without stuff
I love carmex and use it at home in the jar. Great for home use.,5.0,positive,love carmex use home jar great home use
I keep this around all the time b/c it helps my lips stay moist.,5.0,positive,keep around time bc help lip stay moist
I have used this product for years. Best thing on the market!!!!,5.0,positive,used product year best thing market
"love all of the Carmex products, no matter how it is applied",5.0,positive,love carmex product matter applied
I have tried everything on the market and this is the best,5.0,positive,tried everything market best
It's the only thing bf needs all winter (construction) long!,5.0,positive,thing bf need winter construction long
Such a rich and creamy lip balm. It goes on smooth and silky.,5.0,positive,rich creamy lip balm go smooth silky
I have been using Carmex for years and it never fails me.,5.0,positive,using carmex year never fails
I brought it a while ago and it help with my chapped lips,5.0,positive,brought ago help chapped lip
"soothing ,,,protective from drying and chapping ..awesome",5.0,positive,soothing protective drying chapping awesome
Great product and the package is a classic. It's my fav balm.,5.0,positive,great product package classic fav balm
This is the one staple from Carmex that i carry at all times,5.0,positive,one staple carmex carry time
I pick up some Sunday my lips were on fire instant relief,4.0,positive,pick sunday lip fire instant relief
I have very dry lips and with out camex my lips will crack.,5.0,positive,dry lip camex lip crack
"Gives me smooth, bee stung, plump lips. Chapped lips no more",5.0,positive,give smooth bee stung plump lip chapped lip
I have used Carmex for years. no other product like it.,5.0,positive,used carmex year product like
I've been a fan for years! My husband loves the product too.,5.0,positive,ive fan year husband love product
I bought this 2 weeks ago an my lips have never felt so good,5.0,positive,bought week ago lip never felt good
Carmex user forever. I will not buy anything else.,5.0,positive,carmex user forever buy anything else
I have never had to use this but my son has and he loves it!,5.0,positive,never use son love
